ID,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,Deductible,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
CL00011785,Jun,2,Saturday,Pontiac,Urban,Monday,Jun,4,Male,Married,Policy Holder,Sedan - Liability,Sport,less than 20000,0,400,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
CL00007793,Nov,3,Sunday,Mercury,Urban,Monday,Nov,3,Female,Married,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,400,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
CL00013153,Jul,3,Wednesday,Honda,Urban,Monday,Oct,1,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
CL00009371,May,3,Sunday,Honda,Rural,Monday,May,3,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,700,more than 30,more than 30,2 to 4,more than 7,41 to 50,Yes,No,External,none,no change,1 vehicle,1995,Liability
CL00003590,Oct,3,Friday,Ford,Urban,Friday,Oct,4,Male,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
CL00001246,Mar,4,Monday,Pontiac,Urban,Tuesday,Mar,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
CL00007382,Jul,5,Friday,Toyota,Urban,Friday,Aug,1,Male,Single,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,400,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,4 to 8 years,2 vehicles,1996,Collision
CL00005538,Apr,1,Thursday,VW,Urban,Thursday,Apr,1,Male,Single,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,400,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,1 to 2,no change,3 to 4,1995,Collision
CL00014708,Apr,5,Thursday,Chevrolet,Urban,Wednesday,May,1,Male,Married,Third Party,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
CL00008243,Oct,2,Monday,Toyota,Urban,Monday,Oct,2,Male,Married,Third Party,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,1,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00009019,Apr,3,Wednesday,Saab,Urban,Thursday,Apr,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,1,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
CL00005644,Apr,2,Monday,Honda,Urban,Monday,Apr,2,Male,Single,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision
CL00012803,May,4,Sunday,Chevrolet,Urban,Monday,Jun,1,Male,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00011263,Nov,1,Monday,Honda,Urban,Tuesday,Dec,3,Male,Married,Policy Holder,Sport - Collision,Sport,more than 69000,0,400,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
CL00006836,Dec,3,Wednesday,VW,Urban,Thursday,Dec,4,Male,Married,Policy Holder,Sedan - Liability,Sport,more than 69000,0,500,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,2 to 3 years,1 vehicle,1996,Liability
CL00009310,Jun,2,Monday,Mazda,Urban,Monday,Jul,1,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
CL00000471,Jun,1,Thursday,Pontiac,Urban,Thursday,Jun,1,Male,Single,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
CL00009824,Jun,4,Wednesday,VW,Urban,Friday,Jun,4,Male,Single,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,400,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00003771,Mar,1,Saturday,Pontiac,Urban,Monday,Mar,1,Male,Single,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
CL00009523,Jan,2,Saturday,Pontiac,Urban,Wednesday,Jan,2,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00010621,Aug,2,Tuesday,Honda,Urban,Friday,Aug,2,Male,Single,Third Party,Sedan - Collision,Sedan,less than 20000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
CL00000882,Aug,5,Tuesday,Chevrolet,Urban,Monday,Sep,1,Female,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,7 years,41 to 50,Yes,No,External,more than 5,no change,1 vehicle,1995,All Perils
CL00006163,Mar,3,Monday,Mazda,Urban,Thursday,Apr,4,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
CL00009678,Jul,1,Wednesday,Pontiac,Urban,Wednesday,Jul,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
CL00005087,Aug,3,Sunday,Honda,Urban,Wednesday,Aug,3,Female,Single,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,3 to 4,1994,Liability
CL00005410,Jun,5,Wednesday,Honda,Urban,Monday,Jul,1,Male,Married,Policy Holder,Sedan - Liability,Sport,less than 20000,0,400,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability
CL00008239,Jan,2,Sunday,Pontiac,Urban,Thursday,May,4,Male,Married,Policy Holder,Utility - All Perils,Utility,40000 to 59000,0,400,more than 30,more than 30,more than 4,7 years,31 to 35,No,Yes,External,none,no change,1 vehicle,1994,All Perils
CL00003083,Jul,2,Thursday,Honda,Urban,Wednesday,Jul,3,Male,Single,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
CL00000897,Feb,3,Thursday,Toyota,Urban,Friday,Feb,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
CL00009394,Oct,5,Friday,Chevrolet,Urban,Thursday,Nov,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,400,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
CL00013003,Oct,5,Saturday,Toyota,Urban,Wednesday,Nov,1,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
CL00001298,Sep,1,Thursday,Pontiac,Urban,Friday,Sep,1,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00009175,Oct,3,Tuesday,Pontiac,Urban,Monday,Oct,4,Male,Single,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
CL00003619,Mar,4,Monday,Mazda,Urban,Tuesday,May,1,Male,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,7 years,31 to 35,No,No,External,3 to 5,no change,3 to 4,1995,All Perils
CL00012523,Dec,4,Sunday,Honda,Urban,Monday,Dec,4,Male,Single,Third Party,Sedan - All Perils,Sedan,more than 69000,0,400,more than 30,more than 30,none,new,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00003715,Sep,2,Saturday,Honda,Urban,Tuesday,Sep,2,Male,Married,Policy Holder,Sport - Collision,Sport,more than 69000,0,400,more than 30,more than 30,none,5 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
CL00008145,Aug,3,Sunday,Pontiac,Urban,Wednesday,Aug,3,Male,Single,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
CL00012173,Jul,3,Wednesday,Mercury,Rural,Thursday,Jul,4,Male,Married,Policy Holder,Utility - All Perils,Utility,30000 to 39000,0,400,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00006984,Jun,5,Wednesday,Honda,Urban,Thursday,Jul,1,Female,Single,Third Party,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1995,Liability
CL00004395,Apr,1,Tuesday,Honda,Urban,Friday,Apr,2,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
CL00003751,Jul,1,Sunday,Mazda,Urban,Monday,Aug,1,Male,Married,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00014871,Jul,3,Tuesday,Mazda,Urban,Wednesday,Jul,4,Male,Single,Third Party,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00003304,Oct,3,Thursday,Honda,Urban,Friday,Oct,3,Male,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,2 to 3 years,1 vehicle,1995,Liability
CL00010351,Jun,3,Saturday,Mazda,Urban,Monday,Jun,3,Female,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
CL00002274,Feb,1,Thursday,Chevrolet,Urban,Wednesday,Feb,2,Female,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
CL00013760,May,3,Saturday,Honda,Urban,Monday,May,4,Male,Married,Third Party,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,1,more than 7,over 65,No,No,External,none,no change,1 vehicle,1995,Liability
CL00001304,Dec,1,Friday,Mazda,Urban,Monday,Dec,1,Male,Married,Third Party,Sport - Collision,Sport,more than 69000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
CL00008600,Nov,3,Saturday,Honda,Urban,Tuesday,Mar,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,400,more than 30,more than 30,none,new,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00010740,Apr,3,Wednesday,Honda,Urban,Monday,Apr,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,400,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00002719,Mar,5,Friday,Honda,Urban,Thursday,Apr,1,Male,Single,Third Party,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
CL00003781,Mar,5,Wednesday,Mazda,Urban,Friday,Apr,2,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision
CL00000861,Sep,4,Monday,Toyota,Urban,Monday,Oct,1,Male,Single,Third Party,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
CL00014603,Oct,1,Wednesday,Toyota,Urban,Monday,Oct,2,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability
CL00010328,Jun,2,Monday,Pontiac,Urban,Thursday,Dec,2,Female,Married,Third Party,Sedan - Liability,Sport,more than 69000,0,400,more than 30,more than 30,none,2 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00007868,Nov,4,Thursday,Toyota,Urban,Thursday,Nov,4,Female,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
CL00014494,Jan,2,Friday,Honda,Urban,Monday,Jan,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,1,more than 7,over 65,No,No,External,none,no change,1 vehicle,1994,Liability
CL00001883,Nov,2,Thursday,Honda,Urban,Wednesday,Nov,3,Male,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00000595,Mar,3,Monday,Mazda,Urban,Wednesday,Mar,3,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,5 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
CL00007912,Feb,3,Monday,Honda,Rural,Thursday,Feb,3,Male,Married,Policy Holder,Sport - Collision,Sport,more than 69000,0,400,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
CL00006997,Jun,3,Monday,Pontiac,Urban,Tuesday,Jun,5,Female,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability
CL00005054,Jun,4,Wednesday,Toyota,Urban,Monday,Jun,4,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,700,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
CL00008733,Sep,4,Friday,Toyota,Urban,Monday,Sep,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
CL00005298,Apr,4,Tuesday,Pontiac,Rural,Thursday,Apr,4,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00002586,Aug,4,Sunday,Honda,Urban,Tuesday,Aug,5,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,700,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00000604,Jul,5,Monday,Pontiac,Urban,Tuesday,Sep,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,400,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00001510,Mar,4,Thursday,Mazda,Urban,Thursday,Mar,4,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
CL00007745,May,4,Wednesday,Honda,Urban,Tuesday,Jun,3,Male,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
CL00003558,Nov,1,Wednesday,Pontiac,Urban,Tuesday,Nov,2,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1996,Liability
CL00002717,May,3,Tuesday,Honda,Urban,Monday,May,4,Male,Married,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00012772,Aug,1,Thursday,Mazda,Urban,Thursday,Aug,1,Male,Single,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,1994,Liability
CL00010565,Sep,1,Monday,VW,Urban,Monday,Sep,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
CL00007881,Aug,2,Monday,Toyota,Urban,Wednesday,Aug,2,Male,Single,Third Party,Sedan - Liability,Sport,20000 to 29000,0,300,more than 30,more than 30,more than 4,5 years,26 to 30,No,No,External,none,2 to 3 years,1 vehicle,1995,Liability
CL00002852,Feb,4,Tuesday,Toyota,Urban,Tuesday,Feb,4,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
CL00012042,Aug,4,Thursday,Pontiac,Urban,Friday,Aug,4,Male,Married,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,1,7 years,36 to 40,Yes,No,External,none,no change,1 vehicle,1996,Collision
CL00010146,Apr,3,Friday,Toyota,Urban,Monday,Apr,3,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision
CL00002230,May,5,Tuesday,Mazda,Urban,Tuesday,May,5,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
CL00003659,Feb,1,Tuesday,Pontiac,Urban,Monday,Feb,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision
CL00011082,May,2,Friday,Mazda,Urban,Thursday,Jun,1,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability
CL00002767,Oct,3,Thursday,Ford,Urban,Wednesday,Nov,1,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability
CL00015013,Jul,3,Thursday,Pontiac,Urban,Tuesday,Aug,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1995,Collision
CL00006950,Apr,4,Monday,Pontiac,Urban,Monday,May,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision
CL00014796,Mar,2,Sunday,Mazda,Urban,Wednesday,Mar,3,Male,Single,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,400,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00003162,Nov,2,Friday,Honda,Urban,Friday,Nov,2,Male,Married,Third Party,Sport - Collision,Sport,more than 69000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00005575,Oct,1,Monday,Toyota,Urban,Tuesday,Oct,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
CL00012461,Sep,3,Wednesday,Pontiac,Urban,Thursday,Oct,1,Male,Married,Policy Holder,Utility - All Perils,Utility,40000 to 59000,0,400,more than 30,more than 30,1,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
CL00003726,Jun,4,Monday,Honda,Urban,Tuesday,Jun,5,Male,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
CL00007926,Jan,2,Sunday,Pontiac,Urban,Tuesday,Jan,2,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1995,Collision
CL00008981,Sep,2,Sunday,Honda,Urban,Thursday,Sep,3,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
CL00000392,Oct,4,Friday,Honda,Urban,Monday,Oct,4,Female,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,5 years,over 65,No,No,Internal,none,no change,1 vehicle,1996,Collision
CL00007773,May,2,Wednesday,Chevrolet,Urban,Thursday,May,3,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00010951,Nov,3,Thursday,Pontiac,Urban,Friday,Nov,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
CL00005214,May,3,Monday,Pontiac,Urban,Monday,May,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,400,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
CL00014329,Sep,3,Monday,Pontiac,Urban,Monday,Sep,3,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability
CL00010822,Jan,3,Thursday,Pontiac,Urban,Wednesday,Mar,1,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,4 to 8 years,2 vehicles,1994,Liability
CL00007519,Nov,2,Friday,Mazda,Urban,Monday,Nov,3,Male,Married,Third Party,Sedan - Collision,Sedan,30000 to 39000,1,500,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,2 to 3 years,1 vehicle,1994,Collision
CL00008103,Nov,1,Tuesday,Honda,Urban,Wednesday,Nov,1,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability
CL00005719,Jun,1,Sunday,Toyota,Urban,Friday,Jun,2,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00009155,Dec,4,Tuesday,Toyota,Urban,Thursday,Dec,5,Male,Married,Third Party,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00011736,Mar,5,Monday,Chevrolet,Urban,Monday,Mar,5,Male,Married,Third Party,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00001285,Feb,4,Monday,VW,Urban,Wednesday,Mar,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,40000 to 59000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00010221,Apr,4,Friday,Honda,Urban,Tuesday,May,3,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
CL00014370,Dec,3,Saturday,Pontiac,Urban,Tuesday,Dec,3,Female,Single,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,2 to 4,7 years,41 to 50,Yes,No,External,more than 5,no change,1 vehicle,1996,Collision
CL00007850,Oct,2,Wednesday,Pontiac,Rural,Monday,Oct,3,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability
CL00005362,Jul,5,Saturday,Ford,Urban,Thursday,Aug,1,Female,Married,Third Party,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00015402,Jul,3,Saturday,Toyota,Urban,Thursday,Sep,4,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
CL00010704,Dec,3,Monday,Honda,Urban,Monday,Jan,1,Male,Single,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,400,more than 30,more than 30,2 to 4,4 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00003966,Jul,3,Tuesday,Chevrolet,Urban,Tuesday,Aug,5,Male,Single,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,500,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,2 to 3 years,1 vehicle,1996,Liability
CL00003641,Jun,2,Friday,Toyota,Urban,Monday,Jun,2,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability
CL00011461,Feb,2,Monday,Honda,Rural,Monday,Feb,2,Male,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Liability
